batch_idx,recall,query_qps,test_id,mode,series,file
6,0.8765900000000001,56123.70405656388,1,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test1-5w-updates-on/test1-5w-updates-on_final_results.csv
7,0.8767300000000001,54359.65494359655,1,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test1-5w-updates-on/test1-5w-updates-on_final_results.csv
8,0.87841,53247.48000507808,1,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test1-5w-updates-on/test1-5w-updates-on_final_results.csv
9,0.8798900000000002,54154.85047165792,1,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test1-5w-updates-on/test1-5w-updates-on_final_results.csv
0,0.87646,32127.16348584332,2,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test2-5w-updates-on/test2-5w-updates-on_final_results.csv
1,0.8699100000000001,48358.91381345927,2,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test2-5w-updates-on/test2-5w-updates-on_final_results.csv
2,0.87116,51080.218384379405,2,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test2-5w-updates-on/test2-5w-updates-on_final_results.csv
3,0.8728800000000001,50112.89518991698,2,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test2-5w-updates-on/test2-5w-updates-on_final_results.csv
4,0.87531,50380.27504147003,2,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test2-5w-updates-on/test2-5w-updates-on_final_results.csv
5,0.87733,48203.07723425871,2,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test2-5w-updates-on/test2-5w-updates-on_final_results.csv
6,0.8761200000000001,49597.40797237693,2,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test2-5w-updates-on/test2-5w-updates-on_final_results.csv
7,0.8761300000000001,48123.21587560924,2,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test2-5w-updates-on/test2-5w-updates-on_final_results.csv
8,0.8774200000000001,48120.45533290655,2,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test2-5w-updates-on/test2-5w-updates-on_final_results.csv
9,0.8786200000000001,51086.93772205799,2,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test2-5w-updates-on/test2-5w-updates-on_final_results.csv
0,0.8765300000000001,30722.05513747746,3,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test3-5w-updates-on/test3-5w-updates-on_final_results.csv
1,0.8697,51292.29106081988,3,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test3-5w-updates-on/test3-5w-updates-on_final_results.csv
2,0.8712300000000001,52514.990227711234,3,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test3-5w-updates-on/test3-5w-updates-on_final_results.csv
3,0.87303,52910.6840550312,3,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test3-5w-updates-on/test3-5w-updates-on_final_results.csv
4,0.8754200000000001,50711.45652478805,3,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test3-5w-updates-on/test3-5w-updates-on_final_results.csv
5,0.8774700000000001,48614.33682866021,3,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test3-5w-updates-on/test3-5w-updates-on_final_results.csv
6,0.87651,52641.9340304056,3,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test3-5w-updates-on/test3-5w-updates-on_final_results.csv
7,0.8763200000000001,53803.68593957851,3,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test3-5w-updates-on/test3-5w-updates-on_final_results.csv
8,0.8771700000000001,54534.159390988345,3,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test3-5w-updates-on/test3-5w-updates-on_final_results.csv
9,0.8783,54163.03260006328,3,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test3-5w-updates-on/test3-5w-updates-on_final_results.csv
0,0.8768100000000001,32431.67341182147,4,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test4-5w-updates-on/test4-5w-updates-on_final_results.csv
1,0.8698300000000001,58866.26789087653,4,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test4-5w-updates-on/test4-5w-updates-on_final_results.csv
2,0.8710600000000001,56860.19966054454,4,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test4-5w-updates-on/test4-5w-updates-on_final_results.csv
3,0.8730400000000001,58569.52147952031,4,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test4-5w-updates-on/test4-5w-updates-on_final_results.csv
4,0.8759400000000002,60426.29577925399,4,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test4-5w-updates-on/test4-5w-updates-on_final_results.csv
5,0.8783000000000002,51354.46460055636,4,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test4-5w-updates-on/test4-5w-updates-on_final_results.csv
6,0.87692,56394.98908888491,4,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test4-5w-updates-on/test4-5w-updates-on_final_results.csv
7,0.877,56117.54663412781,4,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test4-5w-updates-on/test4-5w-updates-on_final_results.csv
8,0.8781800000000001,52992.17303962754,4,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test4-5w-updates-on/test4-5w-updates-on_final_results.csv
9,0.8796200000000001,56900.928473364045,4,on,HNSW-BriskSeed,../results/sift/streamseed_hybrid/test4-5w-updates-on/test4-5w-updates-on_final_results.csv
