batch_idx,recall,query_qps,test_id,mode,series,file
25,0.86115,35622.548950913835,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
26,0.8622300000000002,35470.97113562308,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
27,0.8629600000000001,35091.70117156289,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
28,0.8619899999999999,35280.999438102066,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
29,0.860225,32984.24003928882,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
30,0.8599400000000001,33412.33601738526,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
31,0.85995,35058.24856034634,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
32,0.85905,35939.337698181145,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
33,0.8589150000000001,34668.81243953132,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
34,0.8584150000000002,34660.532786495765,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
35,0.858195,34321.93920449082,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
36,0.85741,34556.145547119915,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
37,0.85675,34471.88041409283,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
38,0.85819,33311.44499562392,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
39,0.8568049999999999,34138.62582049056,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
40,0.85759,34517.19953634762,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
41,0.8565450000000001,34327.85224215669,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
42,0.8565800000000001,34113.719610266395,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
43,0.857095,34118.7284739768,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
44,0.856215,34008.67912534136,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
45,0.8550650000000002,32739.69806569556,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
46,0.854675,32600.13477476525,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
47,0.85551,33425.35664278821,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
48,0.8536050000000001,33731.53605691322,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
49,0.8547899999999999,33723.670869893474,1,off,HNSW,../results/sift/streamseed_hybrid/test1-2wquery-off/test1-2wquery-off_final_results.csv
0,0.8800850000000002,36886.784073170194,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
1,0.8781450000000001,37465.70135908281,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
2,0.8781100000000001,38103.06978197703,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
3,0.87776,38590.18928891643,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
4,0.8775850000000002,36964.723456665,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
5,0.8755950000000001,37441.537544829065,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
6,0.874375,37312.76802152134,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
7,0.87495,37134.42857496999,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
8,0.8731650000000002,36785.50927880983,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
9,0.8730750000000002,36586.72514535714,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
10,0.87272,36358.328088890274,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
11,0.8717150000000001,36288.447154777525,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
12,0.86884,36152.292345173344,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
13,0.86936,34511.20689548775,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
14,0.87031,34759.50223094416,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
15,0.8682200000000001,34626.481724792255,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
16,0.868875,34897.71483960612,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
17,0.867835,34085.55308822065,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
18,0.8667100000000001,34435.9934318555,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
19,0.8666200000000001,34459.75878274015,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
20,0.8659049999999999,34407.532357266056,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
21,0.86626,34022.74832615993,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
22,0.866,33994.93841194194,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
23,0.8638100000000001,33880.16950165673,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
24,0.86251,33382.405786501,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
25,0.861685,34414.194949586534,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
26,0.8622000000000002,33129.78763402216,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
27,0.862035,34390.139911972874,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
28,0.8619550000000001,33375.63206390724,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
29,0.8607950000000001,33772.249500377635,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
30,0.8611600000000003,33752.73607498777,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
31,0.8606800000000001,33701.66784648773,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
32,0.8605300000000001,33479.959178802674,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
33,0.8595650000000001,33934.60820261554,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
34,0.85936,32901.35329758427,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
35,0.858885,33856.895965800075,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
36,0.8580800000000001,33882.35902357376,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
37,0.8576450000000001,33756.8244164714,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
38,0.859095,33741.372701314365,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
39,0.8573850000000001,33729.176115619804,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
40,0.8576600000000001,31663.727503321657,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
41,0.8573300000000001,31866.78007399334,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
42,0.8572549999999999,32019.139859069503,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
43,0.857935,32835.376653735184,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
44,0.85634,33314.60680850692,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
45,0.8557300000000001,33504.14897322099,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
46,0.8549400000000001,32188.46924378312,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
47,0.8558800000000001,33251.49755665981,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
48,0.8544550000000001,33081.48584575475,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
49,0.8560099999999998,33525.358808840974,2,off,HNSW,../results/sift/streamseed_hybrid/test2-2wquery-off/test2-2wquery-off_final_results.csv
0,0.879025,35380.997209540874,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
1,0.8774550000000001,37529.89915800965,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
2,0.87687,37503.53973240651,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
3,0.8763,37458.77511360064,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
4,0.875785,37533.66061792716,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
5,0.8745300000000001,37477.83682596273,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
6,0.8733550000000001,37353.6243035666,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
7,0.873625,37272.21630536831,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
8,0.871875,37069.00353561756,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
9,0.8716450000000001,36923.12026170028,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
10,0.871685,36913.48533886614,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
11,0.8711500000000002,36744.77504655183,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
12,0.86835,35512.29589741636,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
13,0.8677000000000001,36326.42915603903,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
14,0.8691600000000003,35433.79813238388,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
15,0.866885,36175.94344748831,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
16,0.867925,36127.17843413728,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
17,0.866735,36077.64474955207,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
18,0.86645,35932.117720986,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
19,0.8662700000000001,35805.097460233315,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
20,0.865395,35729.92722492974,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
21,0.8658,35746.40132952657,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
22,0.8656550000000001,36999.189764123,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
23,0.863535,35841.859471469164,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
24,0.8628900000000002,35087.0923324282,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
25,0.861585,35131.749168780574,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
26,0.8617750000000002,35064.931047729246,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
27,0.861405,35069.094235297904,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
28,0.8615799999999999,34818.670054752,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
29,0.86056,34935.691418761875,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
30,0.86075,35269.19189455999,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
31,0.85987,34835.90562429533,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
32,0.86021,34834.51689297634,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
33,0.85906,34723.9053531705,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
34,0.858505,34569.51748358087,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
35,0.8586150000000001,34540.01047489484,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
36,0.8567950000000001,33652.03636627675,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
37,0.856535,32537.39123958941,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
38,0.85805,34232.67718656192,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
39,0.8570200000000001,33925.111336507216,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
40,0.8574800000000001,34277.71929939262,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
41,0.8566450000000001,33685.00856720993,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
42,0.85735,33825.086814656155,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
43,0.8574649999999999,33629.06161353275,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
44,0.856095,33559.80156825092,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
45,0.85531,33081.52498404804,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
46,0.8545,33163.48754344288,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
47,0.8550549999999999,33064.65192398046,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
48,0.8534200000000001,33060.794662731816,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
49,0.8548550000000001,33113.950233987496,3,off,HNSW,../results/sift/streamseed_hybrid/test3-2wquery-off/test3-2wquery-off_final_results.csv
0,0.8797,40340.590715026985,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
1,0.8775649999999999,39825.12019544608,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
2,0.8772350000000002,38412.578337572086,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
3,0.8780650000000001,38938.34327222697,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
4,0.8772550000000001,37392.03653705658,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
5,0.87545,38698.4104723558,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
6,0.87371,39603.540077029626,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
7,0.87516,39361.73667086157,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
8,0.8737800000000001,39024.29584115267,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
9,0.8725100000000002,38529.46431483107,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
10,0.87246,36603.13652355622,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
11,0.8719450000000001,36018.732849082226,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
12,0.8686950000000001,35758.012360087945,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
13,0.8689450000000001,35522.010362799614,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
14,0.8700700000000001,35986.6085294264,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
15,0.86751,35754.97935542554,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
16,0.8691400000000001,35921.116300102,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
17,0.868275,37352.027585420765,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
18,0.867015,37686.077243670814,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
19,0.8674950000000001,31112.26827898724,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
20,0.865165,31768.44797687752,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
21,0.86631,30553.893044357483,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
22,0.866035,36722.80190254804,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
23,0.8638399999999999,37636.78913439864,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
24,0.86301,36557.84943162504,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
25,0.8618050000000002,35198.18734920801,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
26,0.861975,37203.17011189413,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
27,0.8627250000000002,37248.11941268751,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
28,0.861915,37236.36363636364,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
29,0.8605149999999999,37353.408073326354,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
30,0.8604450000000001,37916.10336768044,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
31,0.85954,37035.66609919259,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
32,0.86011,36510.27462545732,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
33,0.8593700000000001,36133.356363735045,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
34,0.85855,33815.814721471084,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
35,0.8585200000000001,33720.064959079,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
36,0.858,32644.1943426279,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
37,0.8570549999999999,32518.610205405188,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
38,0.858475,33667.865773363614,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
39,0.85687,33509.341829634046,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
40,0.8573000000000002,33532.528552349606,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
41,0.856815,33392.14616961567,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
42,0.8564649999999999,33288.72142558101,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
43,0.85635,32990.94663153341,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
44,0.8562,33246.054893232336,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
45,0.85595,33151.79679753458,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
46,0.854615,33074.09037072785,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
47,0.8553649999999999,33131.39706965581,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
48,0.853825,32964.058890887754,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
49,0.8541350000000001,33102.92139336308,4,off,HNSW,../results/sift/streamseed_hybrid/test4-2wquery-off/test4-2wquery-off_final_results.csv
0,0.8808050000000001,36151.24848087847,5,off,HNSW,../results/sift/streamseed_hybrid/test5-2wquery-off/test5-2wquery-off_final_results.csv
1,0.8778450000000001,37272.6303292266,5,off,HNSW,../results/sift/streamseed_hybrid/test5-2wquery-off/test5-2wquery-off_final_results.csv
