mode,series,batch_idx,recall,query_qps,runs,file
hnsw,HNSW,30,0.7636200000000001,22563.21986642715,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,31,0.7631749999999999,21807.70556519639,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,32,0.762775,22848.837840868313,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,33,0.7630950000000001,22647.041159168817,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,34,0.7619800000000001,22639.481727000184,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,35,0.7617100000000001,22667.917593391336,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,36,0.76082,22578.443615364733,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,37,0.760375,22497.82297860211,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,38,0.75938,22407.395143124813,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,39,0.7581650000000002,21665.925176241064,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,40,0.7579400000000001,22164.17063786894,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,41,0.756855,21617.76845182554,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,42,0.756025,21045.36986509499,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,43,0.75577,21517.492693882687,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,44,0.754855,20871.302509126297,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,45,0.754855,20593.97528918022,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,46,0.7542449999999999,21630.009271354586,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,47,0.7541800000000001,22150.347742970407,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,48,0.7545850000000001,21681.2067160454,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
hnsw,HNSW,49,0.75399,22152.744982348308,2,../results/sift10M/streamseed_hybrid/test1-off/test1-off_final_results.csv;../results/sift10M/streamseed_hybrid/test2-off/test2-off_final_results.csv
